SMILES,R(x),is_valid,alcoholic,aldehydic,alliaceous,almond,amber,animal,anisic,apple,apricot,aromatic,balsamic,banana,beefy,bergamot,berry,bitter,black currant,brandy,burnt,buttery,cabbage,camphoreous,caramellic,cedar,celery,chamomile,cheesy,cherry,chocolate,cinnamon,citrus,clean,clove,cocoa,coconut,coffee,cognac,cooked,cooling,cortex,coumarinic,creamy,cucumber,dairy,dry,earthy,ethereal,fatty,fermented,fishy,floral,fresh,fruit skin,fruity,garlic,gassy,geranium,grape,grapefruit,grassy,green,hawthorn,hay,hazelnut,herbal,honey,hyacinth,jasmin,juicy,ketonic,lactonic,lavender,leafy,leathery,lemon,lily,malty,meaty,medicinal,melon,metallic,milky,mint,muguet,mushroom,musk,musty,natural,nutty,odorless,oily,onion,orange,orangeflower,orris,ozone,peach,pear,phenolic,pine,pineapple,plum,popcorn,potato,powdery,pungent,radish,raspberry,ripe,roasted,rose,rummy,sandalwood,savory,sharp,smoky,soapy,solvent,sour,spicy,strawberry,sulfurous,sweaty,sweet,tea,terpenic,tobacco,tomato,tropical,vanilla,vegetable,vetiver,violet,warm,waxy,weedy,winey,woody
C=CCC(CCC)CCC,0.58,True,0.1319081,0.5259609,0.12274662,0.11324167,0.08553581,0.12139632,0.11750123,0.223481,0.11267804,0.111525744,0.09538612,0.13928185,0.101013966,0.11962831,0.16766,0.108018294,0.1350148,0.11786755,0.12958997,0.16678473,0.1183243,0.105119556,0.0999326,0.092893,0.14061141,0.07850389,0.3571295,0.09266613,0.11703147,0.12201867,0.5327585,0.22489297,0.075101465,0.12413964,0.20121141,0.07733215,0.14582917,0.14349768,0.10114833,0.23502226,0.103354014,0.2646,0.36668947,0.2907719,0.16495386,0.37992874,0.15038371,0.5292861,0.19819461,0.28762653,0.44963527,0.52248573,0.20061368,0.5642301,0.1141251,0.219003,0.22339717,0.16906095,0.21598351,0.27634928,0.67484444,0.07324502,0.12080043,0.10306851,0.5176663,0.1391948,0.11597034,0.19189118,0.19967926,0.18149067,0.18947391,0.13008249,0.32542846,0.085152894,0.2236481,0.16930602,0.13363752,0.2439519,0.0912353,0.4100935,0.32720172,0.1817909,0.15150027,0.16058713,0.3542172,0.0929282,0.24823155,0.19353501,0.28134033,0.08784117,0.40730292,0.12428931,0.28706455,0.12957542,0.15974772,0.22232015,0.18950932,0.2313313,0.10667355,0.08858277,0.16688694,0.10854686,0.095526375,0.12431547,0.08926077,0.2723846,0.16062236,0.09916174,0.14733945,0.15960486,0.21967624,0.10140131,0.07796518,0.1889305,0.19030784,0.07768145,0.2272201,0.12654102,0.16258337,0.35020396,0.11320155,0.13233481,0.15967096,0.418636,0.10051181,0.14293344,0.108452566,0.15480822,0.31222287,0.06440749,0.4211266,0.10042532,0.25162178,0.130342,0.43298778,0.19021615,0.12740944,0.24339849
C=C=CCC(CS)OC(C)=O,0.68,True,0.105095156,0.15622687,0.24465433,0.17385325,0.064106986,0.17474964,0.13079858,0.09953898,0.109316975,0.12586215,0.124214195,0.07431061,0.18855838,0.07079983,0.15807572,0.20169371,0.20761564,0.10571594,0.32776317,0.2356503,0.25279772,0.118466884,0.29208213,0.071664825,0.1638366,0.09663852,0.461918,0.1291987,0.21287462,0.13915588,0.23997493,0.1270069,0.1353337,0.20414951,0.13135728,0.27498835,0.07151213,0.3033162,0.17617352,0.123502284,0.15278317,0.28460616,0.08028512,0.34383744,0.1615031,0.3056293,0.14864057,0.32575622,0.19066563,0.2042401,0.25264585,0.25194266,0.16715409,0.4527674,0.23143767,0.18215355,0.098165445,0.20177534,0.24011572,0.21555474,0.38970923,0.09902232,0.11236918,0.1770041,0.31257516,0.14168899,0.06556739,0.13830975,0.11362755,0.19628146,0.12149247,0.07599669,0.13216391,0.110182695,0.089781076,0.08974022,0.12891404,0.43258923,0.1304621,0.13466224,0.30910772,0.29392737,0.19311327,0.0710639,0.24335578,0.099949434,0.24820042,0.13153312,0.3609274,0.26544204,0.18293457,0.30840105,0.1324365,0.10810061,0.09661615,0.11111462,0.15902053,0.09671127,0.1757521,0.066513754,0.1861968,0.12894146,0.23040329,0.27083802,0.110125564,0.34965625,0.27270785,0.10941454,0.1752131,0.4423951,0.1090656,0.14137216,0.058147173,0.33179316,0.27242526,0.15732552,0.10982784,0.13737483,0.2815153,0.3287627,0.1726032,0.386193,0.20368512,0.36540228,0.12884435,0.07780392,0.15317748,0.21888113,0.3573398,0.14306937,0.34478334,0.095643856,0.09840967,0.11095001,0.14833213,0.12119055,0.15885869,0.21727937
CCCC1=CC(=O)SCC(C)C1,,False,0.05638709,0.08265129,0.32608482,0.15172453,0.07828432,0.22629395,0.12120086,0.048007365,0.07092973,0.10403123,0.09303913,0.04216813,0.33425936,0.04923736,0.12689504,0.13786267,0.16393727,0.055968016,0.47974852,0.16845006,0.21283783,0.1219931,0.3037686,0.06013079,0.1610156,0.056586053,0.25305507,0.06879196,0.21161766,0.077352524,0.1550543,0.10952903,0.0886111,0.24324287,0.15746234,0.4143082,0.034676783,0.3277694,0.17867558,0.08826613,0.15138315,0.18963838,0.04545781,0.19785264,0.15561509,0.27260378,0.10118336,0.20203613,0.11909292,0.30229717,0.15532233,0.17151497,0.11272889,0.26427484,0.3626529,0.1302622,0.07231758,0.11197683,0.1418821,0.14297079,0.2631484,0.09347216,0.0846915,0.24737953,0.20885214,0.098812796,0.060816403,0.08111868,0.06328395,0.17518859,0.10485462,0.054362368,0.086729385,0.12546663,0.0598687,0.056548744,0.0932683,0.6294169,0.11911433,0.054589875,0.18062514,0.18410355,0.24548243,0.042300604,0.1925608,0.118164025,0.27374226,0.13789563,0.5350017,0.17988987,0.122547716,0.34745634,0.054742593,0.094859146,0.061846297,0.06925988,0.115410924,0.04178776,0.15867145,0.056356844,0.14056002,0.07491538,0.38767335,0.29122582,0.11011563,0.2426919,0.22789674,0.060775634,0.1259826,0.6498915,0.09248449,0.06387975,0.049302142,0.41562304,0.133797,0.3036623,0.092436336,0.22419907,0.10568085,0.256084,0.117602065,0.55414814,0.09117687,0.3539206,0.13041945,0.102579325,0.186761,0.24765612,0.19465262,0.10535213,0.36579472,0.08362415,0.05334463,0.085596986,0.09044646,0.07716687,0.06989765,0.23326722
CC=C(S)COC(C)CC,0.61,True,0.09641953,0.060948994,0.3826105,0.13873316,0.0476695,0.15340973,0.105287276,0.052510787,0.079861045,0.113435075,0.097399786,0.03774255,0.29389143,0.044063035,0.11922312,0.17508873,0.19106425,0.054049015,0.34710637,0.14045775,0.25340933,0.09262501,0.1845917,0.04891894,0.13632259,0.051671747,0.3537838,0.0768598,0.19682784,0.058723398,0.14797753,0.110304095,0.07278014,0.21756779,0.10823329,0.3641492,0.04876088,0.34593824,0.14729655,0.10145015,0.07682503,0.20611088,0.036591206,0.22456117,0.1352593,0.25340512,0.10272316,0.23603173,0.14874557,0.25994393,0.16258171,0.18846516,0.12637253,0.31650108,0.42056155,0.14965874,0.064305216,0.14944096,0.20857851,0.12935038,0.25805405,0.0781001,0.06724121,0.20291051,0.19153513,0.08451571,0.050885174,0.06927047,0.08677691,0.10938444,0.06640187,0.0406468,0.081562765,0.09499409,0.055112638,0.05474352,0.09417548,0.6354202,0.10903041,0.069446385,0.22884755,0.20906538,0.17458744,0.04069049,0.18106787,0.066066444,0.23564872,0.09974736,0.37536824,0.2514938,0.15646778,0.43454185,0.070454,0.076020546,0.06432024,0.06678489,0.1265793,0.05053514,0.17673774,0.055943888,0.13997853,0.06746004,0.24318923,0.29085976,0.07734061,0.3413411,0.2541349,0.061303414,0.19327512,0.5861627,0.10825421,0.07257867,0.0388028,0.49946472,0.17013375,0.2582941,0.06616185,0.15378307,0.13982446,0.23996417,0.13913327,0.62994176,0.11784928,0.38896936,0.081941165,0.065663226,0.106485195,0.23684563,0.2657807,0.1105869,0.35609022,0.081289575,0.045355335,0.06410902,0.07987193,0.063280195,0.105835244,0.17993274
CCCCCSCCC,0.51,True,0.08159044,0.05372249,0.51821023,0.08860221,0.045762714,0.14043017,0.09016805,0.050774876,0.07736269,0.08463618,0.05421032,0.029124212,0.32002276,0.027535237,0.12163683,0.119845435,0.20250344,0.048673395,0.40566245,0.077182576,0.33893362,0.08081248,0.098120585,0.05390916,0.11217644,0.040198058,0.30310324,0.038212415,0.15041807,0.04166345,0.16037053,0.13774776,0.041895684,0.18106696,0.087882556,0.34698054,0.045491744,0.42883307,0.107372016,0.09762056,0.04735078,0.16431643,0.04637944,0.16064636,0.10446185,0.29082084,0.12177288,0.26548612,0.113585636,0.31973213,0.14492847,0.2498475,0.10609153,0.25945565,0.59662193,0.22224657,0.06788676,0.12133847,0.22481349,0.11954321,0.38426587,0.06348537,0.048282795,0.14603236,0.17859435,0.078962035,0.061077524,0.049659915,0.095689066,0.076494955,0.057877343,0.05372659,0.10670476,0.08911741,0.048244346,0.039338376,0.07950956,0.66621095,0.10228095,0.06050621,0.25070786,0.14804651,0.13346422,0.028925484,0.2672003,0.056953475,0.23831056,0.07461846,0.29742762,0.105828084,0.151004,0.5805059,0.0822877,0.060734738,0.056403685,0.061877962,0.08054375,0.056761645,0.117640145,0.04284897,0.1504199,0.061081722,0.16267042,0.28495264,0.040900692,0.46843335,0.27374792,0.035903838,0.23977464,0.57511306,0.110211745,0.05518381,0.038755342,0.5368075,0.14160329,0.23647188,0.060959764,0.1423588,0.090968825,0.191547,0.08472291,0.80269533,0.101275966,0.37237015,0.062701255,0.086392574,0.07234681,0.24494106,0.24669202,0.05140443,0.50317645,0.07617012,0.054588977,0.04705745,0.10605131,0.05505972,0.073050514,0.13928215
COC(C)CCCC(C)(O)C(C)C,0.68,True,0.43718773,0.13221571,0.10481144,0.13018705,0.12736148,0.1689005,0.124755815,0.22537856,0.14450496,0.19707817,0.15089396,0.120713666,0.09726426,0.1355629,0.2176633,0.15970708,0.20051974,0.1384003,0.13690253,0.19431543,0.08397667,0.22352636,0.14639431,0.09430416,0.12809321,0.086169064,0.16039787,0.10580382,0.2007368,0.09307745,0.24459372,0.1568618,0.0720174,0.3343935,0.10318482,0.11846831,0.24509925,0.14737704,0.22072032,0.18304,0.064826444,0.20136245,0.037301715,0.20385775,0.16915609,0.27888086,0.43520284,0.16831769,0.40054503,0.11822514,0.44392136,0.36168474,0.14185338,0.54507655,0.066650815,0.105311856,0.14380822,0.24732777,0.21973224,0.11064026,0.46408677,0.10151997,0.114833914,0.10544631,0.3700971,0.1326808,0.116366155,0.15378653,0.11294958,0.101869926,0.126154,0.10566224,0.17464592,0.115156,0.13782474,0.23262598,0.24303095,0.1943938,0.10047196,0.13462797,0.17535044,0.14009355,0.35302845,0.17220828,0.11943024,0.121976,0.24101965,0.20478909,0.20668867,0.20935704,0.26799458,0.10206823,0.14345433,0.10798255,0.1389472,0.10718378,0.1714169,0.08587533,0.16502468,0.13659808,0.16839328,0.136323,0.08474574,0.120976426,0.1494932,0.22063608,0.09060989,0.14448117,0.16603127,0.17541334,0.25928283,0.15732503,0.13054727,0.15591626,0.19268492,0.09513579,0.10900644,0.2327368,0.158259,0.2533347,0.14061682,0.20797284,0.13408753,0.445755,0.12426327,0.06963827,0.15672413,0.08695298,0.27372319,0.14124957,0.22285138,0.10143638,0.098778896,0.1587473,0.14082432,0.15056673,0.23461251,0.3112109
O=C1CSC2=CC=C1CC1SC1C2,,False,0.012284656,0.030459277,0.2671114,0.08295801,0.04703616,0.21617721,0.068846405,0.019730523,0.021836903,0.055038683,0.052613035,0.012146632,0.29183313,0.016874554,0.053915348,0.06496317,0.06057799,0.026556818,0.43167573,0.086910985,0.15184572,0.044283148,0.1955217,0.02452233,0.056326825,0.0143124685,0.17462648,0.034148958,0.07616473,0.029856699,0.039807808,0.07306075,0.043271035,0.13124636,0.078029096,0.33748874,0.008803171,0.24603014,0.07528019,0.022987306,0.14712065,0.06748405,0.010794044,0.08730475,0.08949348,0.20061448,0.039619174,0.1133255,0.06014251,0.24470772,0.0772608,0.059261873,0.06000474,0.1563221,0.3911707,0.06687076,0.022670055,0.033850297,0.033764567,0.07506577,0.095734864,0.02990658,0.045644786,0.12746917,0.094662234,0.06423747,0.020108864,0.01796701,0.009056305,0.0720588,0.030209921,0.017211793,0.024022773,0.041633666,0.014238561,0.008874261,0.026258666,0.5825017,0.08478719,0.013003417,0.09973785,0.09596301,0.11190674,0.0043740496,0.2325228,0.07929813,0.21427895,0.06981457,0.47603798,0.1267483,0.079082504,0.19081019,0.013070274,0.05983953,0.030137584,0.019918993,0.031943783,0.015093036,0.06556787,0.021696553,0.0536735,0.038258456,0.46172604,0.19181013,0.07093917,0.18034887,0.20266901,0.019565675,0.06708389,0.6833126,0.024856506,0.015051025,0.025410624,0.32486072,0.065419585,0.19153835,0.041068003,0.17045446,0.042916313,0.13468651,0.056237105,0.54137975,0.030570175,0.28600976,0.06295798,0.05292118,0.13857777,0.16792656,0.055524126,0.040490355,0.23618215,0.035762183,0.019389773,0.04934213,0.05952999,0.029376112,0.027294364,0.17808576
CCC(C)OC=CC(C)C,0.61,True,0.49227902,0.10760382,0.11986767,0.15818027,0.074743986,0.12416795,0.15716255,0.49088567,0.19443937,0.17018977,0.11027317,0.3774662,0.08686428,0.07726526,0.30054155,0.09779691,0.1438616,0.23988369,0.1381616,0.30566087,0.10157919,0.12752227,0.21527927,0.06644689,0.10011874,0.17675732,0.31485584,0.19949925,0.22829424,0.0881496,0.1758847,0.10018318,0.06565992,0.33901677,0.1084313,0.10827739,0.44095904,0.117078096,0.10839967,0.23075648,0.08273594,0.1999632,0.056543127,0.22523183,0.13792239,0.3156517,0.6671726,0.28500873,0.48455843,0.1380191,0.23839763,0.3523161,0.17122388,0.7566581,0.049812447,0.12041967,0.08947222,0.2780195,0.08065247,0.1751343,0.53952533,0.07866918,0.09786677,0.07802834,0.32958227,0.10880348,0.10939308,0.11991661,0.21478349,0.16920999,0.10622066,0.07010045,0.18024385,0.071491875,0.05841925,0.09056992,0.25080773,0.13248013,0.097612925,0.1943324,0.17531395,0.16133708,0.13327223,0.050999764,0.17052662,0.09186145,0.34962872,0.13931492,0.3008467,0.08769231,0.36934087,0.06422592,0.12280907,0.063952245,0.08387665,0.07355473,0.16334331,0.23046054,0.14410838,0.06641813,0.3447285,0.16467795,0.061417453,0.08654408,0.08775228,0.4694249,0.10731083,0.11988783,0.35664317,0.12802391,0.1371321,0.37239528,0.053738713,0.10087151,0.3390172,0.057107758,0.079404294,0.36016014,0.2629851,0.21321504,0.20808172,0.1171347,0.2069972,0.60814196,0.07397062,0.038791746,0.107859336,0.13762876,0.3519287,0.13973805,0.28124788,0.052353762,0.09491453,0.19429047,0.2214793,0.14477089,0.47866872,0.23588778
CCCCC=CSC(C)CC(C)CC,,False,0.11440065,0.1192573,0.47158417,0.105970286,0.0570489,0.14544973,0.09961427,0.09230351,0.09740771,0.11281638,0.074048795,0.0439006,0.2695827,0.06121915,0.15023723,0.14521325,0.27432555,0.06719582,0.3417283,0.11750403,0.29842559,0.11156011,0.09280149,0.07463443,0.168547,0.06594276,0.33758923,0.07124877,0.18066828,0.07844813,0.27492255,0.15057983,0.06610487,0.23696505,0.10230066,0.26744506,0.0662945,0.3981868,0.14202054,0.14353827,0.0639719,0.18610212,0.09390434,0.20645729,0.12612718,0.31219152,0.12392602,0.30297405,0.14393626,0.34268644,0.22887877,0.33140212,0.15087847,0.3469927,0.5307534,0.23675896,0.11792329,0.14943567,0.34428382,0.17310582,0.47625744,0.07922458,0.05927354,0.16743475,0.27324432,0.12463723,0.08498913,0.087802604,0.120918974,0.12237928,0.085391566,0.07614901,0.1711086,0.09718821,0.08361242,0.08005798,0.11285853,0.56935924,0.09176539,0.12222952,0.32621837,0.16035141,0.1791843,0.06433737,0.28175715,0.0657758,0.24023202,0.120510586,0.34413284,0.11596131,0.18961175,0.5551019,0.12431873,0.07734144,0.07359715,0.11141788,0.11116288,0.09385674,0.12743658,0.07096936,0.16766283,0.076318204,0.1941068,0.31853127,0.05780082,0.45205367,0.31156424,0.05955009,0.23753752,0.49602735,0.13699576,0.0740187,0.05700442,0.4430987,0.1884765,0.2024575,0.10093584,0.14862648,0.12720656,0.26891333,0.09830336,0.6557502,0.13350123,0.36950046,0.103871375,0.0965579,0.10072005,0.26560667,0.34988204,0.06340756,0.5091359,0.10238487,0.09422229,0.07537604,0.12787335,0.09833575,0.08578883,0.18526046
CCC1C(O)CCC(C)C1C,,False,0.15279377,0.12534381,0.21142632,0.22280154,0.11661446,0.2546299,0.124746285,0.10329411,0.11757764,0.16146368,0.12922204,0.057169817,0.21202905,0.09279482,0.2113793,0.20848787,0.1859426,0.07838395,0.32760078,0.18169175,0.12899795,0.23835267,0.26334596,0.09591457,0.1784372,0.08131901,0.22677226,0.114863925,0.2696737,0.107556194,0.18375902,0.15144315,0.09407801,0.3277627,0.1500515,0.2542863,0.059701886,0.2210279,0.29597598,0.14992294,0.14996529,0.23543486,0.0365632,0.1843204,0.19608502,0.31272748,0.19231418,0.19491655,0.16973987,0.2731697,0.2806063,0.24306066,0.14205569,0.36069143,0.18907346,0.10773391,0.10216114,0.15562116,0.19804356,0.16934453,0.31835994,0.13870353,0.12436709,0.2313908,0.3249164,0.12506108,0.09830586,0.12866083,0.091788076,0.16717704,0.14167172,0.08872999,0.16080599,0.21093619,0.10428201,0.11883885,0.16534393,0.39958835,0.15265444,0.09950407,0.17501971,0.19153635,0.3672591,0.10739981,0.12404881,0.117613725,0.3381407,0.18264942,0.43436027,0.1856357,0.16937931,0.23137367,0.08953099,0.11316011,0.09705905,0.10021551,0.14457789,0.05079663,0.27551466,0.10431249,0.14245147,0.09568092,0.25491938,0.24320383,0.1596548,0.23732303,0.14229278,0.110555105,0.17288794,0.4793407,0.17551635,0.116680615,0.08315358,0.28827068,0.17328243,0.2632466,0.10616081,0.26960334,0.14851952,0.27947894,0.16521616,0.3462464,0.11015905,0.38968807,0.18028486,0.11914718,0.2585987,0.17388378,0.23457624,0.17254922,0.3365863,0.13027677,0.06514963,0.12319105,0.08099799,0.10693798,0.11421247,0.3401434
CCC(C)=CC(=O)CO,0.81,True,0.11407326,0.15319228,0.094760604,0.19738275,0.13584971,0.23402369,0.21105368,0.17387414,0.17070828,0.20045052,0.30605927,0.19933729,0.082815334,0.09224055,0.3789063,0.16708295,0.12869833,0.14722157,0.30610722,0.41314667,0.107726574,0.14626534,0.57133347,0.084855355,0.21491235,0.14624916,0.271482,0.20395772,0.25381434,0.21456563,0.19839941,0.12874228,0.20766303,0.20435306,0.31975102,0.18039764,0.12292675,0.17116696,0.15395781,0.17598592,0.29512048,0.44310328,0.049319144,0.32403663,0.24525811,0.31979993,0.24744715,0.37349766,0.19280477,0.09751171,0.39171413,0.2578421,0.15468045,0.6068903,0.055915788,0.12230762,0.11137941,0.3145313,0.11277184,0.14020883,0.31969753,0.18291365,0.22471827,0.11818006,0.43415862,0.23214118,0.09443643,0.26948765,0.11241732,0.21627595,0.28880668,0.09557745,0.11267351,0.16557676,0.08498911,0.1348105,0.13265605,0.16616295,0.15702693,0.13218996,0.1990045,0.30377403,0.21402226,0.07725514,0.15859354,0.16267873,0.3100151,0.14827313,0.340686,0.1623368,0.26249912,0.0719265,0.15327662,0.15469824,0.14460234,0.117161214,0.24641068,0.10346783,0.22846137,0.06339313,0.25916016,0.2065203,0.11850661,0.09610236,0.30684394,0.2092219,0.14003505,0.20028763,0.15673573,0.247248,0.16299093,0.218673,0.062150035,0.1533715,0.19955213,0.1552379,0.12234615,0.16282585,0.22443804,0.37238294,0.26633355,0.10642115,0.16693594,0.63919455,0.18201126,0.06837112,0.2484427,0.09020037,0.2512449,0.30123326,0.19941403,0.113128275,0.112716414,0.23450737,0.22043782,0.13581023,0.27303612,0.38442692
CCCOC(=O)C(C)C,0.58,True,0.1527956,0.043859944,0.1006599,0.073115975,0.060082547,0.10834396,0.093352795,0.51578814,0.3002989,0.11017957,0.0985566,0.38689557,0.059563763,0.06498844,0.30161253,0.048379485,0.13143575,0.25884485,0.16050923,0.3595709,0.09113301,0.08300612,0.41665643,0.044901155,0.07611551,0.22168033,0.22206442,0.12216491,0.13350382,0.07645151,0.1518692,0.111738384,0.044471342,0.14835477,0.1208264,0.10622334,0.23788303,0.09932278,0.096578866,0.13631293,0.092066176,0.22823514,0.026524294,0.21406491,0.15498047,0.21810028,0.4610999,0.2441329,0.27196082,0.062174607,0.2719283,0.30943167,0.15095861,0.85545367,0.031195631,0.070721954,0.059261337,0.24724653,0.052762486,0.077727005,0.3630567,0.045704387,0.08699203,0.04468683,0.26668602,0.1644627,0.054068334,0.1563028,0.20203243,0.13524288,0.15255873,0.07868684,0.088228725,0.044653505,0.02690566,0.040698603,0.082313575,0.12977971,0.06409115,0.15628059,0.12884003,0.19095232,0.13137071,0.031720266,0.08641856,0.105500765,0.20669794,0.112609796,0.19883391,0.09034017,0.31793064,0.047724493,0.08006432,0.041750953,0.06903027,0.03723126,0.2035538,0.21087116,0.07821838,0.050649423,0.531167,0.25853536,0.036672894,0.07280998,0.1019961,0.22242655,0.08336037,0.14772537,0.3666396,0.066772275,0.18558276,0.3437753,0.028024733,0.0856767,0.19180647,0.03398488,0.07280819,0.24905871,0.23902602,0.11279729,0.30797943,0.15233456,0.19311748,0.650627,0.09226786,0.030023031,0.09608511,0.0981934,0.40211898,0.06535771,0.18267949,0.053791367,0.061552044,0.096980385,0.25009492,0.13068296,0.46121648,0.15284367
CCCC[SH](C)SC(C)C,,False,0.054476596,0.03300145,0.51952326,0.07562658,0.031715475,0.11108025,0.067646965,0.032498486,0.053608,0.06541998,0.040159754,0.016955001,0.32969552,0.017713243,0.10570578,0.11081398,0.17385548,0.030806037,0.3845038,0.060733322,0.31839022,0.06331937,0.07535881,0.031009372,0.08440105,0.028041584,0.2952373,0.0317853,0.14064579,0.025272567,0.11995929,0.1052902,0.026765207,0.15876481,0.058219127,0.37058207,0.026921634,0.42433125,0.09234021,0.06416974,0.034789383,0.13397512,0.024960462,0.12070904,0.08133217,0.25907174,0.077799864,0.21250463,0.08735316,0.27747336,0.10406736,0.21059139,0.078945145,0.22549301,0.6037348,0.17972144,0.045683365,0.09360564,0.1817831,0.09895637,0.31626233,0.048581425,0.03384912,0.14437848,0.14534967,0.061743032,0.039044123,0.033899352,0.06505721,0.059654124,0.035659663,0.03676579,0.07054867,0.071928404,0.030385599,0.022763038,0.047448013,0.7003656,0.07507078,0.03566912,0.1948175,0.12017756,0.11964434,0.01634544,0.21975377,0.032473195,0.2057227,0.05397108,0.30390173,0.12058678,0.12138837,0.5908356,0.05106455,0.043798834,0.03713629,0.042143602,0.0643111,0.03408485,0.09509228,0.02802894,0.12212204,0.04283017,0.17549503,0.28522933,0.03101939,0.43139535,0.27098817,0.024195306,0.21643816,0.6117049,0.079123184,0.040534314,0.023274776,0.54602075,0.1057716,0.22107387,0.04114892,0.12092766,0.06991032,0.13855153,0.070820026,0.8132963,0.0794302,0.3338925,0.045580883,0.06355243,0.0559593,0.23643452,0.20906483,0.03728149,0.47011775,0.053753287,0.031384684,0.031770788,0.06616788,0.038200017,0.050029855,0.11941598
CCOC(C)CC(C)C(=O)CC,0.71,True,0.24113059,0.09287682,0.084345035,0.119270265,0.084854595,0.15071954,0.11730959,0.22242293,0.14778319,0.15632215,0.13305761,0.16118957,0.0728291,0.0804582,0.27040532,0.12059979,0.16094138,0.15443368,0.17274547,0.38358706,0.09222797,0.13469788,0.35284358,0.05770328,0.13111061,0.106809966,0.28306788,0.12578613,0.19569887,0.09228543,0.16940646,0.10049793,0.088936314,0.21451426,0.16435717,0.13283524,0.16721892,0.13103274,0.16451441,0.13552211,0.11493156,0.28588843,0.030313276,0.2859858,0.16990556,0.2571767,0.3795241,0.2873283,0.29745406,0.09634609,0.28354686,0.27119604,0.1558587,0.6663799,0.046862822,0.092997946,0.07198389,0.26799363,0.12078397,0.10154789,0.3077632,0.09220406,0.11001185,0.08491927,0.30464008,0.14110668,0.059226163,0.1669613,0.12091552,0.15123925,0.19225562,0.062250275,0.08754855,0.08956298,0.057907786,0.10224859,0.14970858,0.17500994,0.087370634,0.10527747,0.14807951,0.24345924,0.22330867,0.05901382,0.11406551,0.115499504,0.2595958,0.13355021,0.24160437,0.16752489,0.27708858,0.073913895,0.095879644,0.07776913,0.11510883,0.070295654,0.18690023,0.09195561,0.13937567,0.066924185,0.22256884,0.14958277,0.06577354,0.09743507,0.13669556,0.25289965,0.10552282,0.14551628,0.18138179,0.19245416,0.14158878,0.20954438,0.056604434,0.14260115,0.2083745,0.07255911,0.08660709,0.20971929,0.20318791,0.20084216,0.19562316,0.1527036,0.17111917,0.54928565,0.092480026,0.033518568,0.14247736,0.07801308,0.2599935,0.1660388,0.182679,0.067717016,0.07338387,0.16279212,0.15028489,0.115670376,0.27881092,0.24701518
C=C(C)CC=CCC(C)=CC,0.6,True,0.06438811,0.44491768,0.06859287,0.09040318,0.12890592,0.12154466,0.14156786,0.31201544,0.18008757,0.14345789,0.21835846,0.16258188,0.07209761,0.26574713,0.2480847,0.11555998,0.1254143,0.10729505,0.07475289,0.1387,0.06890424,0.1509894,0.10482099,0.10876365,0.12858851,0.12097841,0.16280377,0.10160185,0.10107472,0.13672264,0.5732447,0.253628,0.067630395,0.10031197,0.14298275,0.03899314,0.0924377,0.09489669,0.12958352,0.2296543,0.07399872,0.20614131,0.24451086,0.1485668,0.23046449,0.27898335,0.12370774,0.3295321,0.118605494,0.14795592,0.65053356,0.54847467,0.1936649,0.6858181,0.042160187,0.14517468,0.31999782,0.18638575,0.16407666,0.24627711,0.6417244,0.07960131,0.13356303,0.07316475,0.46137613,0.20025606,0.15203302,0.27114102,0.23848319,0.15049532,0.13226816,0.26575437,0.3233356,0.08160963,0.3473902,0.21939981,0.09395172,0.14903958,0.08998031,0.41829908,0.28799757,0.15019506,0.17967787,0.23109446,0.21120726,0.107542254,0.15353547,0.2693976,0.20697506,0.078290686,0.28142843,0.049564924,0.25533915,0.1311296,0.18179011,0.19533388,0.19924161,0.3260424,0.13079481,0.1502065,0.2878382,0.20669016,0.054339048,0.06491529,0.19053404,0.15448691,0.105546005,0.15193251,0.11081324,0.059576016,0.46317014,0.12437037,0.095618434,0.08188237,0.181471,0.05511888,0.18781056,0.08698814,0.14382018,0.3232069,0.13052969,0.060268026,0.12666263,0.5290307,0.18333054,0.17126037,0.13427499,0.10027514,0.43800944,0.08224394,0.23898864,0.12420781,0.30538526,0.2133426,0.4712222,0.25289616,0.14316612,0.3494587
